title,link,source,snippet,date,absolute_date
"Delfim Netto, economic tsar of Brazil's military government, dies at 96",https://www.reuters.com/world/americas/delfim-netto-economic-tsar-brazils-military-government-dies-96-2024-08-12/,Reuters,"BRASILIA, Aug 12 (Reuters) - Antonio Delfim Netto, one of Brazil's most prominent economists who was the economics tsar of the military government in the...","Aug 12, 2024",2024-08-12
Brazil's Embraer says Virgin Australia ordered 8 of its regional jets,https://www.reuters.com/business/aerospace-defense/embraer-poised-win-e190-e2-jet-order-virgin-australia-sources-say-2024-08-12/,Reuters,Brazilian planemaker Embraer said on Monday it had secured a firm order for eight E190-E2 regional jets from Virgin Australia.,"Aug 12, 2024",2024-08-12
"Germany, Italy import legally dubious Brazilian gold, study shows",https://www.reuters.com/markets/commodities/germany-italy-import-legally-dubious-brazilian-gold-study-shows-2024-08-13/,Reuters,"BRASILIA, Aug 13 (Reuters) - All Brazilian gold imports by Germany and 71% by Italy come from areas of the Amazon where illegal mining is rampant,...","Aug 13, 2024",2024-08-13
"US CFTC orders Brazilian, Swiss firms to pay $750,000 over wash sales",https://www.reuters.com/markets/commodities/us-cftc-orders-brazilian-swiss-firms-pay-750000-over-wash-sales-2024-08-19/,Reuters,"WASHINGTON, Aug 19 (Reuters) - The U.S. Commodity Futures Trading Commission settled charges on Monday against Brazilian energy company Raizen Energia SA...","Aug 19, 2024",2024-08-19
"US, Brazil float new Venezuela election despite government, opposition rebuffs",https://www.reuters.com/world/americas/brazils-lula-says-new-election-could-be-solution-venezuela-crisis-2024-08-15/,Reuters,"U.S. President Joe Biden on Thursday seemingly backed a new election in Venezuela, after Brazilian President Luiz Inacio Lula da Silva also floated the idea...","Aug 15, 2024",2024-08-15
MercadoLibre's fintech launches its own dollar-backed 'stablecoin' in Brazil,https://www.reuters.com/technology/mercadolibres-fintech-launches-its-own-dollar-backed-stablecoin-brazil-2024-08-21/,Reuters,Latin American e-commerce giant MercadoLibre's financial technology arm Mercado Pago announced on Wednesday that it has started making a so-called...,"Aug 21, 2024",2024-08-21
Hopes for revival of Brazil's IPO market evaporate,https://www.reuters.com/markets/hopes-revival-brazils-ipo-market-evaporate-2024-08-16/,Reuters,"SAO PAULO, Aug 16 (Reuters) - Concerns about Brazil's fiscal health and high interest rates have helped dash hopes that as many as 20 of its companies could...","Aug 16, 2024",2024-08-16
Brazil's central bank focused on reducing risk premium linked to monetary policy uncertainty,https://www.reuters.com/world/americas/brazils-central-bank-focused-reducing-risk-premium-linked-monetary-policy-2024-08-16/,Reuters,"BRASILIA, Aug 16 (Reuters) - Brazil's central bank is committed to lowering the risk premium associated with uncertainties surrounding monetary policy,...","Aug 16, 2024",2024-08-16
"ArcelorMittal, investment fund-backed Atlas team up to build solar plant in Brazil",https://www.reuters.com/business/energy/arcelormittal-investment-fund-backed-atlas-team-up-build-solar-plant-brazil-2024-08-21/,Reuters,"Atlas Renewables Energy and ArcelorMittal will form a joint venture to build a solar plant in Brazil's Minas Gerais state, they said on Wednesday, aiming to...","Aug 21, 2024",2024-08-21
"Lula eyes Galipolo among joint nominations for Brazil central bank, sources say",https://www.reuters.com/markets/lula-eyes-galipolo-among-joint-nominations-brazil-central-bank-sources-say-2024-08-15/,Reuters,"BRASILIA, Aug 15 (Reuters) - Brazil's President Luiz Inacio Lula da Silva is looking at submitting all four of his upcoming nominations for the board of the...","Aug 15, 2024",2024-08-15
Brazil fuel firm Vibra to buy remaining stake in Comerc for $642 million,https://www.reuters.com/markets/deals/brazil-fuel-distributor-vibra-agrees-buy-remaining-stake-comerc-642-million-2024-08-21/,Reuters,Brazilian fuel distributor Vibra said on Wednesday it had signed an agreement to exercise its right to buy the remaining stake in power generator and trader...,"Aug 21, 2024",2024-08-21
"Light frosts reported in some Brazilian coffee areas, prices surge",https://www.reuters.com/markets/commodities/light-frosts-reported-some-brazilian-coffee-areas-prices-surge-2024-08-12/,Reuters,"SAO PAULO, Aug 12 (Reuters) - Farmers reported light frosts in coffee-producing areas of Brazil over the weekend as an unusually strong cold mass for this...","Aug 12, 2024",2024-08-12
"Brazil plane crashed minute after pilots sensed trouble, black box indicates, according to TV Globo report",https://www.reuters.com/world/americas/black-box-shows-brazil-plane-crashed-1-minute-after-pilots-sensed-trouble-local-2024-08-15/,Reuters,"SAO PAULO, Aug 15 (Reuters) - Authorities investigating the Brazilian plane crash that killed all 62 on board last week now have the full transcript of the...","Aug 15, 2024",2024-08-15
Brazil's lower house approves second bill regulating tax reform,https://www.reuters.com/world/americas/brazils-lower-house-approves-second-bill-regulating-tax-reform-2024-08-13/,Reuters,"BRASILIA, Aug 13 (Reuters) - Lawmakers in Brazil's lower house of Congress approved on Tuesday the main text of a bill that would carry out a major overhaul...","Aug 13, 2024",2024-08-13
"Brazilian media mogul Silvio Santos dead at 93, SBT TV says",https://www.reuters.com/world/americas/brazilian-media-mogul-silvio-santos-dead-93-sbt-tv-says-2024-08-17/,Reuters,"SAO PAULO, Aug 17 (Reuters) - Brazilian media mogul Silvio Santos, who went from street vendor to owner of a business empire including one of the country's...","Aug 17, 2024",2024-08-17
Brazil to tighten entry rules to curb migration to North America,https://www.reuters.com/world/americas/brazil-tighten-entry-rules-curb-migration-north-america-2024-08-22/,Reuters,"BRASILIA, Aug 21 (Reuters) - Brazil will tighten up rules to enter the country without a visa starting next week, the government said on Wednesday,...","Aug 21, 2024",2024-08-21
"Brazil's Lula to nominate Galipolo as new cenbank chief in two weeks, local media reports",https://www.reuters.com/markets/brazils-lula-nominate-galipolo-new-cenbank-chief-two-weeks-local-media-reports-2024-08-15/,Reuters,"SAO PAULO, Aug 15 (Reuters) - Brazilian President Luiz Inacio Lula da Silva will nominate current central bank director Gabriel Galipolo to be the monetary...","Aug 15, 2024",2024-08-15
Brazil's economy shows strength in Q2 as June activity overshoots forecasts,https://www.reuters.com/world/americas/brazils-economy-shows-strength-q2-june-activity-overshoots-forecasts-2024-08-16/,Reuters,"BRASILIA, Aug 16 (Reuters) - The Brazilian economy closed the second quarter showing resilience after much stronger-than-expected activity data in June,...","Aug 16, 2024",2024-08-16
Cause of fatal Brazil plane crash remains unknown,https://www.reuters.com/world/americas/what-caused-brazil-plane-crash-that-killed-62-people-2024-08-11/,Reuters,"An ATR-72 turboprop plane operated by regional carrier Voepass crashed on Friday in a residential area near Sao Paulo, Brazil, killing all 62 passengers aboard.","Aug 12, 2024",2024-08-12
"Brazil's service sector beats forecasts, hits record high in June",https://www.reuters.com/world/americas/brazils-service-sector-beats-forecasts-hits-record-high-june-2024-08-13/,Reuters,"SAO PAULO, Aug 13 (Reuters) - Services activity in Brazil grew more than expected in June to hit an all-time high, eclipsing a record that had been set in...","Aug 13, 2024",2024-08-13
Brazil's central bank had no reason to intervene in FX amid 'accelerated weakening',https://www.reuters.com/markets/currencies/brazils-central-bank-had-no-reason-intervene-fx-amid-accelerated-weakening-2024-08-13/,Reuters,"BRASILIA, Aug 13 (Reuters) - The Brazilian real has recently experienced ""accelerated"" weakening, but central bank chief Roberto Campos Neto said on Tuesday...","Aug 13, 2024",2024-08-13
Brazil airline Voepass halts some flights after deadly crash,https://www.reuters.com/business/aerospace-defense/brazil-airline-voepass-halts-some-flights-after-deadly-crash-2024-08-21/,Reuters,"SAO PAULO, Aug 21 (Reuters) - Brazilian airline Voepass has decided to reduce some service to nine locations after one of its planes crashed and killed 62...","Aug 21, 2024",2024-08-21
Brazil environmental workers sign agreement to end strike holding up oil permits,https://www.reuters.com/business/environment/brazil-environmental-workers-sign-agreement-end-strike-holding-up-oil-permits-2024-08-12/,Reuters,"SAO PAULO/RIO DE JANEIRO, Aug 12 (Reuters) - A union representing Brazil's federal environment workers said it had signed an agreement with the government...","Aug 13, 2024",2024-08-13
Natura shares fall as API bankruptcy filing overshadows operating results,https://www.reuters.com/business/retail-consumer/natura-posts-better-than-expected-q2-core-earnings-api-hits-bottom-line-2024-08-13/,Reuters,Shares of Brazilian cosmetics maker Natura &Co plunged on Tuesday after it posted better-than-expected second-quarter core earnings but saw its bottom line...,"Aug 13, 2024",2024-08-13
"Oil output loss in Brazil at 120,000 bpd after environmental workers strike done, says oil lobby",https://www.reuters.com/business/energy/oil-output-loss-brazil-120000-bpd-after-environmental-workers-strike-done-says-2024-08-16/,Reuters,"RIO DE JANEIRO, Aug 16 (Reuters) - A strike at Brazil's environmental agency Ibama, which approves oil licenses, is still reducing the nation's oil output...","Aug 16, 2024",2024-08-16
Brazil plane crash victims being identified and flown home,https://www.reuters.com/world/americas/brazil-plane-crash-victims-being-identified-flown-home-2024-08-13/,Reuters,"SAO PAULO, Aug 13 (Reuters) - Forensics experts at Sao Paulo's morgue had by Tuesday identified the bodies of 35 of the 62 people who were killed in a plane...","Aug 13, 2024",2024-08-13
"Casino open to selling GPA stake, as Brazil retailer no longer strategic",https://www.reuters.com/markets/deals/casino-open-selling-stake-gpa-brazil-retailer-no-longer-strategic-2024-07-31/,Reuters,"French retailer Casino no longer considers Brazil's GPA a strategic holding and is open to selling its remaining 22.5% stake in the company, an executive at...","Jul 31, 2024",2024-07-31
"Brazil, Mexico and Colombia call for Venezuela to release full vote tallies",https://www.reuters.com/world/americas/brazilian-flag-raised-argentine-embassy-caracas-2024-08-01/,Reuters,"CARACAS/BRASILIA, Aug 1 (Reuters) - Brazil, Mexico and Colombia called for Venezuela to release detailed voting tallies on Thursday, while the United States...","Aug 2, 2024",2024-08-02
Brazil oil producer Petrobras open to extra dividends this year,https://www.reuters.com/business/energy/petrobras-keeps-door-open-potential-extra-dividends-this-year-2024-08-09/,Reuters,"Brazilian state-run oil company Petrobras will pay extraordinary dividends if there is an ""opportunity"" for it, Chief Financial Officer Fernando Melgarejo...","Aug 9, 2024",2024-08-09
LATAM Airlines to invest $2 bln in Brazil over 2 years,https://www.reuters.com/business/aerospace-defense/latam-airlines-invest-2-bln-brazil-over-2-years-2024-08-06/,Reuters,"LATAM Airlines on Monday said that it would invest $2 billion in Brazil, Latin America's largest economy, within the next two years.","Aug 5, 2024",2024-08-05
"Brazil holds interest rates as expected, flags 'greater caution'",https://www.reuters.com/markets/rates-bonds/brazil-holds-interest-rates-expected-flags-greater-caution-2024-07-31/,Reuters,"SAO PAULO, July 31 (Reuters) - Brazil's central bank on Wednesday kept interest rates unchanged at a second consecutive policy meeting, as expected,...","Jul 31, 2024",2024-07-31
"Petrobras posts net loss, cuts CAPEX and approves dividends",https://www.reuters.com/markets/commodities/brazils-petrobras-approves-245-billion-payout-shareholders-2024-08-09/,Reuters,"Brazilian state-run oil giant Petrobras on Thursday posted a net loss of 2.6 billion reais ($470 million) for the second quarter of 2024, the firm said as...","Aug 8, 2024",2024-08-08
"Lender Itau Unibanco reports higher profit, credit acceleration",https://www.reuters.com/business/finance/brazilian-lender-itau-unibancos-net-recurring-profit-rises-18-bln-second-quarter-2024-08-06/,Reuters,"Brazil's Itau Unibanco , Latin America's largest private lender, on Tuesday posted second-quarter profit that was up 15.2% from a year earlier,...","Aug 6, 2024",2024-08-06
"Petrobras, CNOOC, Petrochina big winners in Brazil's PPSA oil auction",https://www.reuters.com/business/energy/petrobras-cnooc-petrochina-big-winners-brazils-ppsa-oil-auction-2024-07-31/,Reuters,Petrobras as well as Chinese oil firms CNOOC and Petrochina were the winners of a Wednesday oil auction that is expected to bring record revenue for Brazil's...,"Jul 31, 2024",2024-07-31
Brazil's Petrobras does not see repurchase of refinery from Mubadala as a priority,https://www.reuters.com/markets/commodities/brazils-petrobras-does-not-see-repurchase-refinery-mubadala-priority-2024-08-09/,Reuters,"Petrobras does not see the repurchase of the Mataripe refinery owned by Abu Dhabi sovereign fund Mubadala (MUDEV.UL) in Brazil as a priority, the state-run...","Aug 9, 2024",2024-08-09
São Paulo plane crash: All 61 on board killed,https://www.reuters.com/world/americas/plane-with-capacity-transport-68-people-crashes-brazil-website-g1-reports-2024-08-09/,Reuters,"A regional turboprop plane fell into what aviation experts called a flat spin before crashing in a residential neighborhood near Sao Paulo in Brazil on Friday,...","Aug 10, 2024",2024-08-10
"Climate change fueled record early fires in Brazil's wetlands, study says",https://www.reuters.com/business/environment/climate-change-fueled-record-early-fires-brazils-wetlands-study-says-2024-08-08/,Reuters,"Climate change intensified by 40% the weather feeding devastating wildfires that have likely killed millions of animals this year in Brazil's Pantanal,...","Aug 8, 2024",2024-08-08
Brazil power firm Eletrobras posts almost-8% rise in 2nd-quarter net profit,https://www.reuters.com/business/energy/brazil-power-firm-eletrobras-posts-almost-8-rise-2nd-quarter-net-profit-2024-08-08/,Reuters,"SAO PAULO, Aug 7 (Reuters) - Brazilian power company Eletrobras on Wednesday reported a 7.6% increase in its second-quarter net profit from the same period...","Aug 7, 2024",2024-08-07
"Brazil, Venezuela reach deal after diplomatic ruptures following contested election",https://www.reuters.com/world/americas/brazil-venezuela-reach-deal-after-diplomatic-ruptures-following-contested-2024-08-05/,Reuters,"CARACAS, Aug 5 (Reuters) - Brazil announced a diplomatic agreement on Monday that will allow it to represent the interests of Argentina and Peru in Caracas,...","Aug 5, 2024",2024-08-05
Farmers attack Indigenous people reclaiming land in Brazil,https://www.reuters.com/world/americas/farmers-attack-indigenous-people-reclaiming-land-brazil-2024-08-05/,Reuters,Armed men backed by farmers in trucks and tractors attacked Indigenous people reclaiming land in Brazil's farming state of Mato Grosso do Sul at the weekend...,"Aug 6, 2024",2024-08-06
Diplomats push for progress in Venezuela's disputed election,https://www.reuters.com/world/americas/venezuelan-opposition-movement-denounces-invasion-headquarters-2024-08-02/,Reuters,"Brazil, Colombia and Mexico are pushing for Venezuela's President Nicolas Maduro to meet with the opposition candidate in last week's disputed election,...","Aug 2, 2024",2024-08-02
Brazil and Nicaragua expel ambassadors in leftist run-in,https://www.reuters.com/world/americas/nicaragua-expel-brazils-ambassador-relations-deteriorate-2024-08-08/,Reuters,"BRASILIA, Aug 8 (Reuters) - Brazil and Nicaragua expelled each other's ambassadors on Thursday in a tit-for-tat retaliation as relations deteriorated...","Aug 8, 2024",2024-08-08
Brazil authorities recover bodies of all 62 plane crash victims,https://www.reuters.com/world/americas/removal-bodies-begins-brazil-plane-crash-that-killed-62-2024-08-10/,Reuters,"VINHEDO, Brazil, Aug 10 (Reuters) - Brazilian emergency crews on Saturday recovered the remains of the 62 victims aboard an airliner that plunged to the...","Aug 10, 2024",2024-08-10
"LATAM Brazil chief says airline could add smaller Embraer, Airbus planes",https://www.reuters.com/business/aerospace-defense/latam-brazil-chief-says-airline-could-add-smaller-embraer-airbus-planes-2024-08-07/,Reuters,"LATAM Airlines is weighing the possibility of adding smaller aircraft to its fleet such as Embraer's E2 and Airbus' A220, the firm's Brazil head said on...","Aug 7, 2024",2024-08-07
Brazil facing fewer Chinese restrictions on poultry exports,https://www.reuters.com/world/brazil-facing-fewer-chinese-restrictions-poultry-exports-2024-08-07/,Reuters,"SAO PAULO, Aug 7 (Reuters) - China's commerce chamber CFNA said on Wednesday that starting Aug. 2 restrictions on Brazilian poultry sales only apply to...","Aug 7, 2024",2024-08-07
"Brazil central bank will do 'whatever is necessary' to control inflation, director says",https://www.reuters.com/markets/brazil-cenbank-will-do-whatever-is-necessary-control-inflation-director-says-2024-08-08/,Reuters,"SAO PAULO, Aug 8 (Reuters) - Brazil's central bank will do ""whatever is necessary"" to control inflation, monetary policy director Gabriel Galipolo said on...","Aug 8, 2024",2024-08-08
Brazil's Mantega praises Lula for lowering attacks on central bank,https://www.reuters.com/business/finance/brazils-mantega-praises-lula-lowering-attacks-central-bank-2024-08-06/,Reuters,"BRASILIA, Aug 6 (Reuters) - Brazilian President Luiz Inacio Lula da Silva was right to tone down his criticism of the central bank and if he taps Gabriel...","Aug 6, 2024",2024-08-06
"Exclusive: Petrobras' bid for Galp's Namibia prospect to include at least one partner, sources say",https://www.reuters.com/business/energy/petrobras-bid-galps-namibia-prospect-include-least-one-partner-sources-say-2024-08-02/,Reuters,"Brazil's Petrobras will include at least one partner in its bid for a 40% stake in Galp Energia's Mopane oil prospect in Namibia, two sources with knowledge...","Aug 2, 2024",2024-08-02
"Venezuela's Maduro asks for phone call with Lula, says source",https://www.reuters.com/world/americas/venezuelas-maduro-asks-phone-call-with-lula-says-source-2024-08-01/,Reuters,Venezuelan President Nicolas Maduro has requested a phone call with his Brazilian counterpart Luiz Inacio Lula da Silva amid tensions over a contested election.,"Aug 1, 2024",2024-08-01
"In Lula's Brazil, Amazon deforestation rises for first time in 15 months",https://www.reuters.com/world/americas/lulas-brazil-amazon-deforestation-rises-first-time-15-months-2024-08-07/,Reuters,"BRASILIA, Aug 7 (Reuters) - Deforestation in Brazil's Amazon rose in July, breaking a 15-month streak of falling destruction under President Luiz Inacio da...","Aug 7, 2024",2024-08-07
"Petrobras obtains environmental licenses to increase Brazil oil production, sources say",https://www.reuters.com/markets/commodities/petrobras-obtains-environmental-licenses-increase-brazil-oil-production-sources-2024-08-08/,Reuters,"RIO DE JANEIRO, Aug 8 (Reuters) - Brazil's state-run oil company Petrobras has obtained environmental licenses to expand production in two offshore fields,...","Aug 8, 2024",2024-08-08
BP to expand sugarcane crushing capacity in Brazil's Tocantins,https://www.reuters.com/markets/commodities/bp-expand-sugarcane-crushing-capacity-brazils-tocantins-2024-08-08/,Reuters,"BP Bunge Bioenergia, the Brazilian bioenergy venture controlled by BP Plc , will invest 530 million reais ($94.49 million) to expand sugarcane crushing...","Aug 8, 2024",2024-08-08
Brazil's jobless rate drops to 6.9% in quarter through June,https://www.reuters.com/markets/brazils-jobless-rate-drops-69-quarter-through-june-2024-07-31/,Reuters,"SAO PAULO, July 31 (Reuters) - Brazil's jobless rate remained at its lowest level in a decade in the three months through June, data from statistics agency...","Jul 31, 2024",2024-07-31
Fires in Brazil's Amazon rainforest for July surge to highest in two decades,https://www.reuters.com/business/environment/fires-brazils-amazon-rainforest-july-surge-highest-two-decades-2024-08-01/,Reuters,"SAO PAULO, Aug 1 (Reuters) - The number of fires in Brazil's Amazon rainforest region surged to a record high for the month of July in almost two decades,...","Aug 1, 2024",2024-08-01
Brazil fire brigades fight Amazon blazes off to torrid start in 2024,https://www.reuters.com/business/environment/brazil-fire-brigades-fight-amazon-blazes-off-torrid-start-2024-2024-08-09/,Reuters,"APUI, Brazil Aug 9 (Reuters) - Fire brigades in the Brazilian Amazon are battling blazes off to their worst start in 20 years for the rainforest,...","Aug 9, 2024",2024-08-09
Northern Brazil cuts hydro power use with prolonged drought,https://www.reuters.com/business/environment/northern-brazil-cuts-hydro-power-use-with-prolonged-drought-2024-08-08/,Reuters,"SAO PAULO, Aug 8 (Reuters) - Severe drought in an Amazonian river that powers two of Brazil's largest hydroelectric plants has forced a policy shift toward...","Aug 8, 2024",2024-08-08
"Brazil central bank will raise rates if needed, minutes show",https://www.reuters.com/markets/rates-bonds/brazil-central-bank-will-raise-rates-if-needed-minutes-show-2024-08-06/,Reuters,"SAO PAULO, Aug 6 (Reuters) - Brazil's central bank won't hesitate to raise interest rates if necessary to bring inflation down to its target, minutes from...","Aug 6, 2024",2024-08-06
"New 'super manager' at Brazil's Petrobras is tasked with boosting investment, sources say",https://www.reuters.com/business/energy/new-super-manager-brazils-petrobras-is-tasked-with-boosting-investment-sources-2024-08-06/,Reuters,"RIO DE JANEIRO, Aug 6 (Reuters) - Brazilian state-run oil company Petrobras has appointed a new ""super manager,"" Wagner Victer, tasked with boosting capital...","Aug 6, 2024",2024-08-06
Brazil's Petrobras confirms gas discovery off Colombia,https://www.reuters.com/business/energy/brazils-petrobras-confirms-gas-discovery-colombia-2024-08-05/,Reuters,"Brazilian state-run oil firm Petrobras confirmed on Monday a natural gas discovery off Colombia's coast, an area where it believes it could find enough gas...","Aug 5, 2024",2024-08-05
"BHP mulling sale of gold, copper mines in Brazil, Bloomberg News reports",https://www.reuters.com/markets/deals/bhp-mulling-sale-gold-copper-mines-brazil-bloomberg-news-reports-2024-08-07/,Reuters,"BHP Group , the world's top miner, is mulling a sale of Brazilian copper and gold assets it took over as part of the buyout of smaller peer Oz Minerals,...","Aug 7, 2024",2024-08-07
Brazil inflation speeds up in July as central bank vows 'caution',https://www.reuters.com/world/americas/brazil-inflation-speeds-up-july-central-bank-vows-caution-2024-08-09/,Reuters,"Consumer prices came in slightly above expectations in July, pushed up by higher gasoline and air ticket costs, adding to monetary policy uncertainties...","Aug 9, 2024",2024-08-09
Brazil's Porto Alegre airport to resume operations after major floods,https://www.reuters.com/world/americas/brazils-porto-alegre-airport-resume-operations-after-major-floods-2024-08-09/,Reuters,"SAO PAULO, Aug 9 (Reuters) - Operations at Salgado Filho International Airport in the Brazilian city of Porto Alegre, one of the country's busiest,...","Aug 9, 2024",2024-08-09
Brazil's central bank delays launch of new feature in popular payment system,https://www.reuters.com/business/finance/brazils-central-bank-delays-launch-new-feature-popular-payment-system-2024-07-22/,Reuters,"BRASILIA, July 22 (Reuters) - Brazil's central bank said on Monday a new feature for its popular Pix instant payment system aimed at automatically paying...","Jul 22, 2024",2024-07-22
Indigenous groups say Brazil plans Amazon grain train behind their backs,https://www.reuters.com/world/americas/indigenous-groups-say-brazil-plans-amazon-grain-train-behind-their-backs-2024-07-29/,Reuters,Indigenous people who see a threat to their ancestral lands from the construction of a railway to carry grains to a port in the Amazon on Monday pulled out...,"Jul 29, 2024",2024-07-29
Sharks off Rio de Janeiro test positive for cocaine,https://www.reuters.com/business/environment/sharks-off-rio-de-janeiro-test-positive-cocaine-2024-07-25/,Reuters,"SAO PAULO, July 24 (Reuters) - Sharks off the coast of Brazil's party city Rio de Janeiro have tested positive for cocaine. The predators were consuming the...","Jul 25, 2024",2024-07-25
Prosecutors press Brazil regulators on Petrobras license to drill near Amazon mouth,https://www.reuters.com/business/energy/prosecutors-press-brazil-regulators-petrobras-license-drill-near-amazon-mouth-2024-07-30/,Reuters,"RIO DE JANEIRO, July 30 (Reuters) - Brazilian prosecutors, who have recommended that environmental agency Ibama block drilling by state-run oil company...","Jul 30, 2024",2024-07-30
Saudi Arabia to visit Brazil and lithium power Chile as seeks to diversify,https://www.reuters.com/markets/commodities/saudi-arabia-visit-brazil-lithium-power-chile-seeks-diversify-2024-07-21/,Reuters,"RIYADH, July 21 (Reuters) - Saudi Arabia's mining minister will visit Brazil and Chile over the coming two weeks, the ministry said on Sunday,...","Jul 21, 2024",2024-07-21
"Brazil's Vale says Q2 net profit triples, iron ore sales up",https://www.reuters.com/markets/commodities/brazils-vale-net-profit-more-than-triples-q2-277-bln-2024-07-25/,Reuters,"Brazilian miner Vale , one of the world's largest iron ore producers, said on Thursday its second-quarter net profit soared to $2.77 billion, triple the...","Jul 25, 2024",2024-07-25
"Biden, Lula press Venezuela to publish election tallies",https://www.reuters.com/world/americas/biden-lula-discuss-venezuela-election-tuesday-sources-say-2024-07-30/,Reuters,Brazilian President Luiz Inacio Lula da Silva and US President Joe Biden said on Tuesday they agreed the Venezuelan government must quickly publish the vote...,"Jul 30, 2024",2024-07-30
Brazil inflation speeds up ahead of central bank's rate decision,https://www.reuters.com/markets/brazil-consumer-prices-up-more-than-expected-mid-july-2024-07-25/,Reuters,"SAO PAULO, July 25 (Reuters) - Consumer prices in Brazil rose more than expected in the month to mid-July on higher transportation costs, official data...","Jul 25, 2024",2024-07-25
Brazil proposes $4 billion AI investment plan,https://www.reuters.com/technology/artificial-intelligence/brazil-proposes-4-billion-ai-investment-plan-2024-07-30/,Reuters,"SAO PAULO, July 30 (Reuters) - Brazil's government unveiled on Tuesday a 23 billion reais ($4.07 billion) proposal for an artificial intelligence (AI)...","Jul 30, 2024",2024-07-30
"Petrobras wrapping up due diligence to buy back refinery from Mubadala, sources say",https://www.reuters.com/business/energy/petrobras-wrapping-up-due-diligence-buy-back-refinery-mubadala-sources-say-2024-07-26/,Reuters,"RIO DE JANEIRO, July 26 (Reuters) - Brazil's state-run oil company Petrobras (PETR4.SA) , opens new tab is wrapping up due diligence for a bid on the...","Jul 26, 2024",2024-07-26
"Argentina's Fernandez, Brazilian court withdraw from Venezuelan election observer mission",https://www.reuters.com/world/americas/argentinas-fernandez-brazilian-court-withdraw-venezuelan-election-observer-2024-07-25/,Reuters,"SAO PAULO, July 25 (Reuters) - Former Argentine President Alberto Fernandez and Brazil's electoral court both said on Wednesday they had withdrawn from...","Jul 25, 2024",2024-07-25
